"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.306740707E0,-7.209280133E-1,-1.096676946E0,9.480940104E-1,1.619049034E0
1.311752017E0,-9.834290147E-1,-1.187168956E0,8.729339838E-1,1.771585871E0
1.316763389E0,-1.201055050E0,-1.265444040E0,7.314910293E-1,1.891814203E0
1.321774545E0,-1.345067978E0,-1.295732021E0,5.184350014E-1,1.938273507E0
1.326785846E0,-1.429983020E0,-1.283022046E0,3.071860075E-1,1.945600229E0
1.331797002E0,-1.390995026E0,-1.231289029E0,5.765800178E-2,1.858565113E0
1.336808413E0,-1.264721036E0,-1.173159957E0,-2.116809934E-1,1.737996670E0
1.341819723E0,-1.053694010E0,-1.114297032E0,-4.149650037E-1,1.588749476E0
1.346830887E0,-7.953320146E-1,-1.010102034E0,-5.619800091E-1,1.403096811E0
1.351842269E0,-4.907070100E-1,-8.997949958E-1,-6.125500202E-1,1.194002484E0
1.356853579E0,-2.127469927E-1,-7.768009901E-1,-5.856900215E-1,9.958483130E-1
1.361864962E0,5.123899877E-2,-6.291469932E-1,-5.722939968E-1,8.520397836E-1
1.366876118E0,3.182339966E-1,-4.526520073E-1,-4.858149886E-1,7.363307134E-1
1.371887413E0,5.563150048E-1,-1.927410066E-1,-3.378149867E-1,6.787889550E-1
1.376898798E0,7.112179995E-1,6.076399982E-2,-2.712450027E-1,7.636079871E-1
1.381909954E0,7.787659764E-1,2.561419904E-1,-2.693969905E-1,8.629367902E-1
1.386921322E0,7.871199846E-1,4.293900132E-1,-2.486069947E-1,9.304510151E-1
1.391932632E0,7.682060003E-1,5.736719966E-1,-2.533310056E-1,9.916736444E-1
1.396943786E0,7.065209746E-1,6.723330021E-1,-2.523570061E-1,1.007416305E0
1.401955106E0,5.985010266E-1,7.160140276E-1,-2.475650012E-1,9.654884756E-1
1.406966490E0,4.452910125E-1,7.141510248E-1,-2.060440034E-1,8.664582525E-1
1.411977875E0,2.363139987E-1,6.648300290E-1,-1.958259940E-1,7.322507039E-1
1.416989045E0,3.121300042E-2,5.586720109E-1,-1.922540069E-1,5.916504630E-1
1.422000350E0,-1.609359980E-1,4.410589933E-1,-1.835349947E-1,5.041017014E-1
1.427011506E0,-3.289940059E-1,3.048470020E-1,-1.789709926E-1,4.829072030E-1
1.432022889E0,-4.876790047E-1,1.689909995E-1,-1.528410017E-1,5.382835139E-1
1.437034209E0,-6.350640059E-1,3.130200133E-2,-1.498930007E-1,6.532641261E-1
1.442045363E0,-7.509179711E-1,-7.449699938E-2,-1.907970011E-1,7.783515259E-1
1.447056754E0,-8.270140290E-1,-1.462240070E-1,-2.304880023E-1,8.708951623E-1
1.452068064E0,-8.718159795E-1,-1.339589953E-1,-2.697530091E-1,9.223745445E-1
1.457079218E0,-8.813989758E-1,-1.549029946E-1,-3.130260110E-1,9.480740350E-1
1.462090538E0,-8.590239882E-1,-1.516460031E-1,-3.697260022E-1,9.474260073E-1
1.467101923E0,-8.868269920E-1,-1.380150020E-1,-4.793159962E-1,1.017474363E0
1.472113079E0,-8.633080125E-1,-1.101579964E-1,-5.055119991E-1,1.006468027E0
