"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
4.061367200E-2,5.508859754E-1,4.692409933E-1,7.928899676E-2,7.279761072E-1
4.562513100E-2,4.914860129E-1,5.138210058E-1,7.347700000E-2,7.148212339E-1
5.063651800E-2,4.035860002E-1,5.702999830E-1,2.067399956E-2,6.989643370E-1
5.564790300E-2,3.203240037E-1,6.433669925E-1,-3.797300160E-2,7.197016765E-1
6.065954500E-2,2.833989859E-1,7.305380106E-1,-1.021059975E-1,7.902065583E-1
6.567093200E-2,2.450360060E-1,8.079019785E-1,-1.574449986E-1,8.587998478E-1
7.068230100E-2,2.074059993E-1,8.468819857E-1,-1.857089996E-1,8.914674300E-1
7.569376100E-2,1.797910035E-1,8.332319856E-1,-1.875900030E-1,8.728060242E-1
8.070514700E-2,1.595029980E-1,7.885270119E-1,-1.849189997E-1,8.254762815E-1
8.571655600E-2,1.602099985E-1,7.056019902E-1,-1.755120009E-1,7.445440717E-1
9.072816900E-2,1.742680073E-1,5.798130035E-1,-1.483290046E-1,6.233409589E-1
9.573956100E-2,2.059240043E-1,4.447219968E-1,-1.014939994E-1,5.004831485E-1
1.007509460E-1,2.500079870E-1,3.099539876E-1,-4.258399829E-2,4.004857862E-1
1.057623300E-1,2.783100009E-1,1.875350028E-1,2.572200075E-2,3.365820185E-1
1.107737750E-1,2.635470033E-1,7.503800094E-2,8.229599893E-2,2.861124883E-1
1.157853900E-1,2.048230022E-1,-3.716599941E-2,1.229190007E-1,2.417495698E-1
1.207967620E-1,1.337469965E-1,-1.540939957E-1,1.107909977E-1,2.321806705E-1
1.258081460E-1,4.841100052E-2,-2.805410028E-1,9.386800230E-2,2.997633751E-1
1.308196060E-1,-3.672600165E-2,-4.263739884E-1,1.181299984E-2,4.281157836E-1
1.358309930E-1,-1.563449949E-1,-6.085569859E-1,-1.147829965E-1,6.387178554E-1
1.408426060E-1,-2.468309999E-1,-7.599239945E-1,-1.960709989E-1,8.227112839E-1
1.458539880E-1,-3.138320148E-1,-8.684890270E-1,-2.633509934E-1,9.602694774E-1
1.508653720E-1,-4.116460085E-1,-9.695289731E-1,-3.416250050E-1,1.107315000E0
1.558767570E-1,-5.120850205E-1,-1.032336950E0,-4.363259971E-1,1.232205755E0
