"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
8.771144820E-1,-1.262210011E-1,1.519780010E-1,-1.140269995E0,1.157257411E0
8.821258430E-1,-1.249509975E-1,3.447029889E-1,-1.480613947E0,1.525336213E0
8.871372270E-1,-4.886100069E-2,5.936470032E-1,-1.715814948E0,1.816266802E0
8.921486110E-1,3.947999794E-3,8.536930084E-1,-1.836799026E0,2.025496976E0
8.971600710E-1,-6.219400093E-2,9.955459833E-1,-1.805397987E0,2.062629824E0
9.021714580E-1,-1.448069960E-1,1.059988976E0,-1.594833016E0,1.920426527E0
9.071828430E-1,-1.939300001E-1,1.118893981E0,-1.243026972E0,1.683641482E0
9.121942270E-1,-2.220730036E-1,1.155784011E0,-8.711529970E-1,1.464261125E0
9.172056120E-1,-2.079299986E-1,1.158890963E0,-5.623750091E-1,1.304809871E0
9.222169970E-1,-1.565030068E-1,1.135565996E0,-3.185510039E-1,1.189738654E0
9.272283810E-1,-4.070329964E-1,6.181550026E-1,-2.862069905E-1,7.935401117E-1
9.322399950E-1,7.028999925E-2,9.173030257E-1,-8.038199693E-2,9.234970441E-1
9.372513620E-1,3.774119914E-1,1.120741010E0,2.774060071E-1,1.214682804E0
9.422625160E-1,4.750280082E-1,1.002730966E0,3.752000034E-1,1.171279659E0
9.472741290E-1,4.805710018E-1,7.855600119E-1,3.065949976E-1,9.705944120E-1
9.522855400E-1,5.920330286E-1,6.406509876E-1,2.755520046E-1,9.148036413E-1
9.572969250E-1,7.112839818E-1,5.172740221E-1,2.855570018E-1,9.246837935E-1
9.623083090E-1,7.616630197E-1,3.842839897E-1,3.121930063E-1,9.084432912E-1
9.673196940E-1,7.384759784E-1,2.591330111E-1,2.874990106E-1,8.337579800E-1
9.723310790E-1,6.858100295E-1,1.778440028E-1,2.356189936E-1,7.466459644E-1
9.773424630E-1,6.094599962E-1,1.285209954E-1,1.757660061E-1,6.471883977E-1
9.823538480E-1,5.148760080E-1,9.931500256E-2,1.010230035E-1,5.340097570E-1
9.873652220E-1,3.841620088E-1,9.248399734E-2,3.727599978E-2,3.968919738E-1
9.923766060E-1,2.230879962E-1,6.752300262E-2,-2.706900053E-2,2.346493996E-1
9.973880090E-1,2.557400055E-2,3.867800161E-2,-6.842599809E-2,8.265672706E-2
1.002399393E0,-1.585499942E-1,3.458000021E-3,-9.181299806E-2,1.832476058E-1
1.007410778E0,-3.018780053E-1,-2.378500067E-2,-1.115290001E-1,3.226992008E-1
1.012422239E0,-4.219450057E-1,-6.437099725E-2,-1.389939934E-1,4.488881189E-1
1.017433626E0,-5.126580000E-1,-7.028999925E-2,-1.953890026E-1,5.531146095E-1
1.022445011E0,-5.704709888E-1,-8.130300045E-2,-3.336040080E-1,6.658370379E-1
1.027456390E0,-5.778139830E-1,-7.075499743E-2,-5.241649747E-1,7.833416810E-1
1.032467775E0,-5.968199968E-1,-3.896000097E-3,-6.501830220E-1,8.825798828E-1
1.037479146E0,-5.667629838E-1,8.279799670E-2,-7.512040138E-1,9.446603932E-1
1.042490530E0,-5.166940093E-1,1.666609943E-1,-7.579050064E-1,9.322921136E-1
1.047502144E0,-4.655680060E-1,2.329269946E-1,-7.142170072E-1,8.838068151E-1
1.052513300E0,-4.157629907E-1,2.981410027E-1,-6.563879848E-1,8.322211896E-1
1.057524677E0,-3.394890130E-1,3.507489860E-1,-6.335750222E-1,7.998093210E-1
1.062536062E0,-2.262639999E-1,4.557299912E-1,-6.878749728E-1,8.556034133E-1
1.067547446E0,-1.629270017E-1,5.881580114E-1,-6.659740210E-1,9.033252188E-1
1.072558807E0,-8.780500293E-2,6.887350082E-1,-6.791039705E-1,9.712094691E-1
1.077570192E0,-1.316249967E-1,7.680749893E-1,-8.307510018E-1,1.139039752E0
1.082581831E0,-1.088820025E-1,8.326780200E-1,-8.707870245E-1,1.209742955E0
1.087593218E0,-1.059119999E-1,8.801299930E-1,-9.595299959E-1,1.306347568E0
1.092604602E0,-9.876099974E-2,8.744289875E-1,-9.823570251E-1,1.318865086E0
1.097615987E0,-1.162780002E-1,8.801659942E-1,-9.296730161E-1,1.285497829E0
1.102627372E0,-1.654530019E-1,8.638679981E-1,-8.014460206E-1,1.189940477E0
1.107638756E0,-2.007399946E-1,8.520370126E-1,-6.236259937E-1,1.074789745E0
1.112650146E0,-2.125599980E-1,7.883350253E-1,-4.447900057E-1,9.297806268E-1
1.117661530E0,-1.844789982E-1,7.134230137E-1,-2.763679922E-1,7.870096342E-1
1.122672914E0,-1.385850012E-1,6.331080198E-1,-1.856469959E-1,6.741634627E-1
1.127684308E0,-7.522100210E-2,5.386899710E-1,-1.684879959E-1,5.694148652E-1
1.132695692E0,-2.737599984E-2,4.306029975E-1,-1.714199930E-1,4.642770734E-1
1.137707168E0,5.396000110E-3,3.185609877E-1,-1.870760024E-1,3.694694174E-1
1.142718478E0,1.648700051E-2,2.093030065E-1,-1.685380042E-1,2.692296948E-1
1.147729937E0,-1.329209954E-1,1.454689950E-1,-3.158710003E-1,3.722951898E-1
1.152741320E0,-4.406100139E-2,-8.397100121E-2,3.133499995E-2,9.987183341E-2
1.157752704E0,5.901499838E-2,-9.567700326E-2,2.355390042E-1,2.609894279E-1
1.162764074E0,-1.042499989E-1,-9.146299958E-2,1.551699936E-1,2.081135976E-1
1.167775459E0,-2.259420007E-1,-1.131910011E-1,1.804389954E-1,3.105160567E-1
1.172786838E0,-3.262929916E-1,-1.040790007E-1,5.635499954E-2,3.470957227E-1
1.177798223E0,-3.780040145E-1,-4.991199821E-2,-8.090600371E-2,3.897743244E-1
1.182809618E0,-4.195689857E-1,2.774799988E-2,-2.385949939E-1,4.834621561E-1
1.187821002E0,-6.456300020E-1,-1.276759952E-1,-3.900370002E-1,7.650281830E-1
1.192832391E0,-5.336970091E-1,3.726100177E-2,-4.294100106E-1,6.860130006E-1
1.197843775E0,-2.925510108E-1,3.647620082E-1,-3.748820126E-1,5.993112213E-1
1.202855159E0,-3.105069995E-1,4.494970143E-1,-4.666950107E-1,7.185168026E-1
1.207866529E0,-4.055849910E-1,4.341320097E-1,-6.067349911E-1,8.491743850E-1
1.212877914E0,-4.198069870E-1,4.965249896E-1,-6.565999985E-1,9.240663016E-1
1.217889529E0,-5.003690124E-1,6.092910171E-1,-8.577380180E-1,1.165040428E0
1.222900905E0,-2.997840047E-1,6.297410131E-1,-5.059350133E-1,8.616347432E-1
1.227912290E0,-5.121399760E-1,5.425509810E-1,-7.831050158E-1,1.081620260E0
1.232923680E0,-8.325790167E-1,1.350129992E-1,-8.949919939E-1,1.229807708E0
1.237935064E0,-4.275240004E-1,7.099630237E-1,-6.442790031E-1,1.049723630E0
1.242946223E0,-4.454900026E-1,9.723100066E-1,-6.146289706E-1,1.233538351E0
1.247957836E0,-4.712609947E-1,9.423800111E-1,-3.559879959E-1,1.112157571E0
1.252969237E0,-4.873740077E-1,9.717190266E-1,-3.159730136E-1,1.132082256E0
1.257980622E0,-4.264349937E-1,9.142820239E-1,-3.535679877E-1,1.069003623E0
1.262992026E0,-2.737790048E-1,8.630989790E-1,-4.405620098E-1,1.006970544E0
1.268003411E0,-2.138699964E-2,8.610529900E-1,-6.778249741E-1,1.096045779E0
1.273014772E0,3.576979935E-1,8.362399936E-1,-6.444140077E-1,1.114681387E0
1.278026156E0,5.745329857E-1,8.340209723E-1,-8.885099888E-1,1.347267284E0
1.283037616E0,7.356849909E-1,7.537530065E-1,-1.027549982E0,1.471473740E0
1.288048925E0,8.057979941E-1,7.103319764E-1,-1.044723988E0,1.498442570E0
1.293060385E0,6.202800274E-1,4.338020086E-1,-1.089977026E0,1.327019748E0
1.298071767E0,7.643439770E-1,5.721759796E-1,-9.775779843E-1,1.366479338E0
1.303083074E0,8.489770293E-1,8.797870278E-1,-8.449119925E-1,1.486157288E0
1.308094457E0,7.329400182E-1,8.784279823E-1,-6.961860061E-1,1.339220574E0
1.313105826E0,2.808929980E-1,6.113200188E-1,-8.995490074E-1,1.123299363E0
1.318117287E0,2.825000091E-3,4.890480042E-1,-1.000988960E0,1.114071286E0
1.323128669E0,-1.335500032E-1,4.458310008E-1,-1.095950007E0,1.190675146E0
1.328140053E0,-1.610780060E-1,4.662790000E-1,-1.132472038E0,1.235255094E0
1.333151438E0,-1.207920015E-1,5.094590187E-1,-1.139650941E0,1.254170430E0
1.338162828E0,-2.467299998E-2,5.609459877E-1,-1.115180969E0,1.248558269E0
1.343174212E0,7.993099838E-2,6.208249927E-1,-1.094884038E0,1.261183449E0
1.348185612E0,2.438900024E-1,6.580600142E-1,-9.040049911E-1,1.144443244E0
1.353196997E0,3.214400113E-1,7.136049867E-1,-7.910069823E-1,1.112765835E0
1.358208390E0,3.636460006E-1,7.302410007E-1,-7.005929947E-1,1.075323615E0
1.363219774E0,3.898769915E-1,7.055090070E-1,-6.592109799E-1,1.041300218E0
1.368231173E0,4.004470110E-1,6.781730056E-1,-6.637459993E-1,1.029968536E0
1.373242557E0,3.889789879E-1,6.436269879E-1,-6.732940078E-1,1.009398422E0
1.378253937E0,3.722620010E-1,6.036630273E-1,-6.457390189E-1,9.591490648E-1
1.383265552E0,3.431349993E-1,5.631809831E-1,-6.359220147E-1,9.161393214E-1
1.388276939E0,3.596990108E-1,5.210549831E-1,-5.450239778E-1,8.354237309E-1
1.393288328E0,3.269029856E-1,4.940370023E-1,-4.664280117E-1,7.539848882E-1
1.398299713E0,2.925930023E-1,4.660969973E-1,-4.372810125E-1,7.029023828E-1
1.403311088E0,2.616479993E-1,4.559969902E-1,-3.888429999E-1,6.539050460E-1
1.408322241E0,1.804669946E-1,4.231039882E-1,-3.163659871E-1,5.582765970E-1
1.413333624E0,3.652999923E-2,3.792630136E-1,-2.202380002E-1,4.400905032E-1
1.418345234E0,-5.234700069E-2,3.668060005E-1,-8.482500166E-2,3.801080522E-1
1.423356621E0,-1.412480026E-1,3.607349992E-1,-4.440699890E-2,3.899393792E-1
1.428368006E0,-1.346569955E-1,3.043900132E-1,1.353449970E-1,3.593105270E-1
1.433379376E0,1.075875044E0,1.194085002E0,2.119590044E-1,1.621194844E0
1.438390761E0,5.740600228E-1,7.015259862E-1,-1.112290025E-1,9.132663960E-1
1.443402131E0,-1.673769951E-1,2.858420014E-1,-4.658000171E-2,3.345002314E-1
1.448413515E0,-5.435019732E-1,4.631000012E-2,-2.013600022E-1,5.814506526E-1
1.453424975E0,-6.214740276E-1,-9.836900234E-2,-2.629469931E-1,6.819439485E-1
1.458436284E0,-5.542219877E-1,-1.735969931E-1,-2.645770013E-1,6.381997472E-1
1.463447667E0,-4.783979952E-1,-2.322349995E-1,-2.568260133E-1,5.905568033E-1
1.468459076E0,-4.081610143E-1,-2.629849911E-1,-2.192919999E-1,5.327715274E-1
1.473470460E0,-3.434289992E-1,-2.660450041E-1,-1.786639988E-1,4.697278427E-1
1.478481860E0,-2.518630028E-1,-2.060369998E-1,-1.405230016E-1,3.544473606E-1
1.483493245E0,-1.876759976E-1,-1.372019947E-1,-1.681739986E-1,2.869305861E-1
1.488504630E0,-1.686699986E-1,-5.657399818E-2,-2.439700067E-1,3.019462699E-1
1.493516024E0,-1.982360035E-1,2.401299961E-2,-3.367350101E-1,3.914902353E-1
1.498527484E0,-1.681309938E-1,1.563120037E-1,-4.024299979E-1,4.633048422E-1
1.503538799E0,-5.196699873E-2,3.227770030E-1,-4.351390004E-1,5.442715428E-1
1.508550259E0,7.393299788E-2,4.585089982E-1,-4.259729981E-1,6.301980520E-1
1.513561568E0,1.584679931E-1,5.423859954E-1,-4.127190113E-1,6.997368471E-1
1.518573038E0,1.982080042E-1,6.199769974E-1,-3.882980049E-1,7.579137357E-1
1.523584348E0,2.385990024E-1,6.816409826E-1,-3.409909904E-1,7.986480881E-1
1.528595802E0,3.004800081E-1,7.492920160E-1,-3.227759898E-1,8.694314810E-1
1.533607189E0,3.438909948E-1,7.874959707E-1,-3.185899854E-1,9.164663109E-1
1.538618568E0,3.717390001E-1,8.157330155E-1,-3.255069852E-1,9.537111902E-1
1.543629953E0,3.774049878E-1,8.438119888E-1,-3.431810141E-1,9.860154186E-1
1.548641338E0,3.848380148E-1,8.954799771E-1,-3.457100093E-1,1.034166378E0
1.553652722E0,3.921310008E-1,9.538890123E-1,-3.605079949E-1,1.092536949E0
1.558664107E0,3.941439986E-1,1.021865964E0,-3.569889963E-1,1.151955157E0
