"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
4.179563800E-2,2.510848045E0,1.917999983E-1,3.211300075E-2,2.518367803E0
4.680702000E-2,2.421622992E0,1.906909943E-1,1.953220069E-1,2.436959510E0
5.181840500E-2,2.307348013E0,1.863420010E-1,3.361769915E-1,2.339143682E0
5.682979000E-2,2.215224028E0,2.067030072E-1,3.698300123E-1,2.255375327E0
6.184115900E-2,2.181665897E0,2.198940068E-1,3.018400073E-1,2.213397129E0
6.685254400E-2,2.133089066E0,2.307389975E-1,2.279340029E-1,2.157605932E0
7.186392900E-2,2.028048038E0,2.371380031E-1,1.948850006E-1,2.051144423E0
7.687529900E-2,1.877462029E0,2.128259987E-1,1.548199952E-1,1.895818506E0
8.188668400E-2,1.798822999E0,2.265470028E-1,2.188899927E-2,1.813164872E0
8.689806900E-2,1.715855956E0,2.706249952E-1,-2.388930023E-1,1.753416498E0
9.190945400E-2,1.577486038E0,2.881639898E-1,-4.434910119E-1,1.663786333E0
9.692083900E-2,1.352242947E0,2.204360068E-1,-4.478349984E-1,1.441426101E0
1.019322230E-1,1.095944047E0,1.129790023E-1,-4.203020036E-1,1.179199467E0
1.069435310E-1,8.067880273E-1,-9.643100202E-2,-3.851799965E-1,8.992049204E-1
1.119549140E-1,5.507050157E-1,-3.121350110E-1,-3.311600089E-1,7.144027091E-1
1.169662980E-1,3.613669872E-1,-5.008730292E-1,-2.864789963E-1,6.808304533E-1
1.219776830E-1,2.900849879E-1,-6.578099728E-1,-1.718270034E-1,7.391804783E-1
1.269890680E-1,-9.983890057E-1,-1.184515953E0,1.247189999E0,1.988804048E0
1.320004520E-1,-8.417320251E-1,-1.225540996E0,2.111754894E0,2.582628945E0
1.370118370E-1,2.446839958E-1,-9.784209728E-1,1.339442015E0,1.676688036E0
1.420232220E-1,8.160889745E-1,-9.464939833E-1,5.918980241E-1,1.382821516E0
1.470346070E-1,1.061177969E0,-1.007235050E0,-1.344870031E-1,1.469254193E0
1.520459820E-1,1.123208046E0,-1.091477990E0,-7.141289711E-1,1.721307847E0
1.570571370E-1,1.219671965E0,-1.242172003E0,-9.687470198E-1,1.992250430E0
1.620685190E-1,1.352872014E0,-1.349212050E0,-1.119130015E0,2.214291723E0
1.670799040E-1,1.508466959E0,-1.462864995E0,-1.033738971E0,2.341807597E0
1.720915190E-1,2.471704960E0,-1.420488954E0,-9.347069860E-1,3.000131901E0
1.771029060E-1,3.002950907E0,-1.340361953E0,-1.905499995E-1,3.294023924E0
1.821140500E-1,2.811666965E0,-1.534034967E0,-3.126949966E-1,3.218153596E0
1.871256630E-1,2.474800110E0,-1.638954043E0,-2.899900079E-2,2.968441827E0
1.921368190E-1,2.326428890E0,-1.588228941E0,3.382740021E-1,2.837106246E0
1.971484320E-1,2.066977024E0,-1.649970055E0,5.004180074E-1,2.691693404E0
2.021595880E-1,1.798593044E0,-1.692628980E0,6.157780290E-1,2.545410062E0
2.071709710E-1,1.580142021E0,-1.673177004E0,6.894230247E-1,2.402430894E0
2.121823560E-1,1.449308991E0,-1.596444011E0,7.408009768E-1,2.279893883E0
2.171937260E-1,1.379621029E0,-1.507876039E0,6.573179960E-1,2.146884086E0
2.222051110E-1,1.346966028E0,-1.378733039E0,5.081719756E-1,1.993354216E0
2.272164950E-1,1.377730966E0,-1.225721955E0,3.744060099E-1,1.881679246E0
2.322278600E-1,1.347658992E0,-1.084692001E0,2.460680008E-1,1.747366864E0
2.372391700E-1,1.331930995E0,-9.418979883E-1,1.121679991E-1,1.635173892E0
2.422506440E-1,1.334969044E0,-8.039770126E-1,6.370000076E-3,1.558384407E0
2.472619540E-1,1.321120024E0,-8.315179944E-1,-2.328809947E-1,1.578294602E0
