"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
4.203363500E-2,-9.093009830E-1,-3.759999946E-2,4.372859895E-1,1.009683651E0
4.704509800E-2,-9.498119950E-1,-3.554000054E-3,2.730349898E-1,9.882831388E-1
5.205670200E-2,-9.720460176E-1,2.238499932E-2,1.326750070E-1,9.813140201E-1
5.706816500E-2,-9.586060047E-1,5.444100127E-2,4.020100087E-2,9.609918914E-1
6.207979400E-2,-9.200360179E-1,6.489299983E-2,-4.494899884E-2,9.234163677E-1
6.709125700E-2,-8.667500019E-1,7.073199749E-2,-9.642399848E-2,8.749606670E-1
7.210286600E-2,-8.293570280E-1,6.502299756E-2,-1.261959970E-1,8.414193365E-1
7.711432900E-2,-7.980089784E-1,5.298500136E-2,-1.749300063E-1,8.186734679E-1
8.212594700E-2,-7.980089784E-1,1.399900019E-2,-1.755799949E-1,8.172163950E-1
8.713763900E-2,-8.006610274E-1,-1.670200005E-2,-9.470400214E-2,8.064154548E-1
9.214910200E-2,-7.989770174E-1,-2.338100038E-2,1.497100014E-2,7.994592400E-1
9.716050100E-2,-7.626370192E-1,-1.365000010E-2,5.291499943E-2,7.645924030E-1
1.021721150E-1,-7.346799970E-1,-2.034500055E-2,7.660199702E-2,7.389428144E-1
1.071838230E-1,-7.054979801E-1,-3.397000022E-3,3.332899883E-2,7.062929716E-1
1.121952860E-1,-7.030839920E-1,-9.835000150E-3,-5.291600153E-2,7.051410712E-1
1.172066710E-1,-6.801030040E-1,-1.819300093E-2,-1.342860013E-1,6.934722860E-1
1.222183800E-1,-6.674010158E-1,-3.545299917E-2,-1.820539981E-1,6.926937918E-1
1.272299960E-1,-6.414470077E-1,-4.781499878E-2,-1.508039981E-1,6.606681342E-1
1.322414540E-1,-6.117730141E-1,-5.561999977E-2,-7.168100029E-2,6.184642034E-1
1.372530680E-1,-5.830209851E-1,-7.568500191E-2,7.683999836E-2,5.929132095E-1
1.422645450E-1,-5.501480103E-1,-6.808800250E-2,1.965830028E-1,5.881697767E-1
1.472761590E-1,-5.387039781E-1,-5.677400157E-2,2.851560116E-1,6.121594679E-1
1.522876220E-1,-5.317410231E-1,-4.393900186E-2,3.066830039E-1,6.154133703E-1
1.572992360E-1,-5.199390054E-1,-1.996699907E-2,2.539879978E-1,5.790035867E-1
1.623106940E-1,-5.107049942E-1,-3.623000113E-3,1.629959941E-1,5.360973898E-1
1.673223080E-1,-5.134739876E-1,1.251699962E-2,7.201500237E-2,5.186505295E-1
1.723337570E-1,-5.140209794E-1,2.385099977E-2,1.455799956E-2,5.147799266E-1
1.773453700E-1,-5.308390260E-1,3.057900071E-2,-1.891699992E-2,5.320554479E-1
1.823568240E-1,-5.493869781E-1,4.217600077E-2,-4.995299876E-2,5.532632004E-1
1.873684370E-1,-5.392510295E-1,3.993500024E-2,-5.937699974E-2,5.439780374E-1
1.923799010E-1,-5.198559761E-1,4.742100090E-2,-6.876599789E-2,5.265242157E-1
1.973915090E-1,-5.031409860E-1,3.883000091E-2,-8.525399864E-2,5.117879102E-1
2.024029730E-1,-4.914259911E-1,4.020600021E-2,-8.972200006E-2,5.011647079E-1
2.074145860E-1,-4.803209901E-1,4.859000072E-2,-5.112000182E-2,4.854714165E-1
2.124260500E-1,-4.675720036E-1,4.048100114E-2,-2.924299985E-2,4.702312655E-1
2.174376630E-1,-4.464789927E-1,3.942000121E-2,1.175399963E-2,4.483699186E-1
2.224490980E-1,-4.264400005E-1,2.884900011E-2,6.949300319E-2,4.330272698E-1
2.274607110E-1,-3.955520093E-1,2.282699943E-2,1.176220030E-1,4.133006165E-1
2.324721950E-1,-3.585140109E-1,7.431999780E-3,1.274619997E-1,3.805707451E-1
2.374838850E-1,-3.316639960E-1,-1.236999966E-2,1.181780025E-1,3.523067746E-1
2.424952720E-1,-3.098919988E-1,-3.626200184E-2,8.263099939E-2,3.227628630E-1
2.475069470E-1,-2.885009944E-1,-5.016300082E-2,3.754099831E-2,2.952261455E-1
2.525185620E-1,-2.929419875E-1,-6.331100315E-2,-4.574399814E-2,3.031761939E-1
2.575300170E-1,-2.760930061E-1,-8.495900035E-2,-1.217660010E-1,3.134841922E-1
2.625416300E-1,-2.759610116E-1,-1.055769995E-1,-1.689729989E-1,3.403716456E-1
2.675530170E-1,-2.781789899E-1,-1.228400022E-1,-1.849830002E-1,3.559380942E-1
2.725644810E-1,-2.711859941E-1,-1.395719945E-1,-1.459150016E-1,3.381026069E-1
2.775760960E-1,-2.484239936E-1,-1.371340007E-1,-7.576599717E-2,2.937017212E-1
2.825877880E-1,-2.148890048E-1,-1.349889934E-1,1.493999967E-3,2.537745944E-1
2.875992280E-1,-1.801519990E-1,-1.239119992E-1,6.429900229E-2,2.279107018E-1
2.926108410E-1,-1.418000013E-1,-1.040740013E-1,9.588000178E-2,2.003287619E-1
2.976223050E-1,-1.163460016E-1,-8.044800162E-2,1.105889976E-1,1.795499915E-1
3.026339030E-1,-1.102569997E-1,-6.229500100E-2,9.412200004E-2,1.577853733E-1
3.076453670E-1,-9.960000217E-2,-3.078800067E-2,6.560000032E-2,1.231723242E-1
3.126569800E-1,-1.216790006E-1,-1.401699986E-2,1.554199960E-2,1.234658220E-1
3.176684440E-1,-1.336749941E-1,4.616000224E-3,-2.496100031E-2,1.360638198E-1
3.226800570E-1,-1.522929966E-1,6.622999907E-3,-4.867599905E-2,1.600199170E-1
3.276915110E-1,-1.471019983E-1,4.025000148E-3,-3.887899965E-2,1.522063571E-1
3.327031240E-1,-1.605899930E-1,8.561999537E-3,-2.905900031E-2,1.634223950E-1
3.377145880E-1,-1.712920070E-1,1.073300000E-2,4.712999798E-3,1.716926361E-1
3.427261920E-1,-1.978950053E-1,5.946999881E-3,2.180000022E-2,1.991809227E-1
3.477376550E-1,-2.190340012E-1,1.988399960E-2,4.128199816E-2,2.237754913E-1
3.527492640E-1,-2.256560028E-1,2.179400064E-2,3.923799843E-2,2.300765754E-1
3.577607270E-1,-2.461349964E-1,1.666400023E-2,4.441500083E-2,2.506647515E-1
3.627723500E-1,-2.382809967E-1,1.629900001E-2,3.043499961E-2,2.407691425E-1
3.677838130E-1,-2.285310030E-1,-4.379999882E-4,3.561099991E-2,2.312893307E-1
3.727955190E-1,-2.145870030E-1,-7.505999878E-3,3.119499981E-2,2.169724635E-1
3.778069050E-1,-1.965879947E-1,-1.924600080E-2,5.547099933E-2,2.051689060E-1
3.828186150E-1,-1.862560064E-1,-2.390499972E-2,7.732100040E-2,2.030795066E-1
3.878300010E-1,-1.551759988E-1,-2.857699990E-2,8.955799788E-2,1.814300706E-1
3.928416970E-1,-1.387699991E-1,-3.549100086E-2,8.982899785E-2,1.690738675E-1
3.978533120E-1,-1.132410020E-1,-3.525999933E-2,7.810699940E-2,1.420123073E-1
4.028647560E-1,-9.750100225E-2,-4.203400016E-2,6.878300011E-2,1.265085124E-1
4.078763690E-1,-8.665800095E-2,-5.307000130E-2,4.753499851E-2,1.121856062E-1
4.128878610E-1,-7.147700340E-2,-4.975999892E-2,3.822699934E-2,9.511216003E-2
4.178994750E-1,-5.665700138E-2,-4.876400158E-2,2.172599919E-2,7.784576222E-2
4.229109290E-1,-3.532600030E-2,-4.999899864E-2,2.434499934E-2,6.588251024E-2
4.279225430E-1,-3.779999912E-2,-4.173799977E-2,3.034000052E-3,5.639242604E-2
4.329340060E-1,-4.491199926E-2,-1.503000036E-2,-2.071600035E-2,5.169275828E-2
4.379456240E-1,-4.274199903E-2,1.572399959E-2,-3.019200079E-2,5.464137220E-2
4.429570870E-1,-5.476799980E-2,2.250399999E-2,-4.683899879E-2,7.549738820E-2
4.479687060E-1,-6.669700146E-2,2.439099923E-2,-2.998900041E-2,7.708924044E-2
4.529801690E-1,-6.466100365E-2,4.018799961E-2,-2.037799917E-2,7.881233124E-2
4.579917830E-1,-6.976500154E-2,3.919199854E-2,8.376000449E-3,8.045697964E-2
4.630032170E-1,-6.770800054E-2,3.354899958E-2,4.671100155E-2,8.883595204E-2
4.680149080E-1,-7.231300324E-2,2.580700070E-2,7.314000279E-2,1.060407079E-1
4.730262940E-1,-7.650599629E-2,1.819499955E-2,8.763899654E-2,1.177489668E-1
4.780379940E-1,-8.020000160E-2,8.516999893E-3,7.587800175E-2,1.107341442E-1
4.830493810E-1,-8.999399841E-2,4.087999929E-3,-2.778999973E-3,9.012965291E-2
4.880610710E-1,-1.278969944E-1,-1.085999981E-2,-2.079489976E-1,2.443734158E-1
4.930726870E-1,-1.609320045E-1,-2.878399938E-2,-4.056240022E-1,4.373310644E-1
4.980841500E-1,-1.766680032E-1,-4.563900083E-2,-4.380500019E-1,4.745337774E-1
5.030957680E-1,-1.630980074E-1,-2.742500044E-2,-3.127169907E-1,3.537584020E-1
5.081071540E-1,-1.108309999E-1,-3.676000051E-3,-7.773300260E-2,1.354232004E-1
5.131188450E-1,-4.004300013E-2,4.586499929E-2,2.595399916E-1,2.665859097E-1
5.181303130E-1,6.141100079E-2,6.001099944E-2,5.029860139E-1,5.102622475E-1
5.231419270E-1,1.362729967E-1,6.796900183E-2,5.355690122E-1,5.567982414E-1
5.281533900E-1,1.703329980E-1,5.635200068E-2,4.221499860E-1,4.586932405E-1
5.331650040E-1,1.537429988E-1,2.848099917E-2,2.538709939E-1,2.981586130E-1
5.381764670E-1,1.181870028E-1,1.545799989E-2,6.665500253E-2,1.365650276E-1
5.431880720E-1,6.402400136E-2,-8.484000340E-3,-7.482299954E-2,9.884094431E-2
5.481995350E-1,1.693000086E-2,-2.894099988E-2,-1.538529992E-1,1.574641285E-1
5.532111250E-1,-1.453800034E-2,-4.849499837E-2,-1.465840042E-1,1.550805874E-1
